"","accuracy","precision","recall","fpr","fnr","f1_score","method"
"1",0.908790223607134,0.966628071529654,0.0813982678549015,0.0813982678549015,0.0949759699353176,0.15015242981134,"logit"
"2",0.904090034729173,0.941849993567477,0.128482092097783,0.128482092097783,0.0815340802167886,0.226118340721551,"knn"
"3",0.878160659419091,0.964466743856941,0.0962872581488583,0.0962872581488583,0.130341979490511,0.175094052280058,"rf"
"4",0.899694487722933,0.932831596552168,0.144718241538931,0.144718241538931,0.0799751306907577,0.25056427746142,"qda"
"5",0.894950778577584,0.936562459796732,0.141079194323644,0.141079194323644,0.0892953200645508,0.245219692013007,"svm"
