"","accuracy","precision","recall","fpr","fnr","f1_score","method"
"1",0.908790223607134,0.966628071529654,0.0813982678549015,0.0813982678549015,0.0949759699353176,0.15015242981134,"logit"
"2",0.894767993454552,0.927544062781423,0.15501059642749,0.15501059642749,0.0822088701054025,0.265629374298003,"knn"
"3",0.896500100096615,0.959011964492474,0.100695322376738,0.100695322376738,0.104565820610458,0.182254137768588,"svm"
"4",0.899694487722933,0.932831596552168,0.144718241538931,0.144718241538931,0.0799751306907577,0.25056427746142,"qda"
"5",0.88457554683216,0.960581500064325,0.102044894424832,0.102044894424832,0.120158372906921,0.18449087707375,"rf"
